"uid","city_name","offense_code","offense_type","offense_group","offense_against","date_single","longitude","latitude","location_type","location_category","census_block","date_start","date_end"
1188135,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-01 17:00",-97.746775,30.258546,"vehicle parking","open space","484530013051014",,
1188285,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-02 15:01",-97.696491,30.236195,"street","street","484530023171012",,
1188481,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-03 17:00",-97.705328,30.259391,"street","street","484530009021021",,
1188652,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-01-04 12:21",-97.761514,30.238686,"office","commercial","484530013084000",,
1188730,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-04 19:33",-97.730493,30.278558,"street","street","484530007001001",,
1188808,"Austin","90D","driving under the influence","driving under the influence","society","2018-01-05 04:34",-97.731825,30.274861,"street","street","484530007001001",,
1188824,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-05 08:20",-97.716685,30.261073,"vehicle parking","open space","484530009022038",,
1188899,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-05 15:00",-97.706243,30.290946,"street","street","484530003061043",,
1188911,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-01-05 16:20",-97.694101,30.35728,"residence","residence","484530018061014",,
1188916,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-01-05 16:48",-97.78628,30.252624,"residence","residence","484530019012001",,
1188982,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-05 23:11",-97.68854,30.305632,"street","street","484530021063008",,
1189114,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-06 14:30",-97.740782,30.382977,"vehicle parking","open space","484530017531030",,
1189200,"Austin","13C","intimidation","assault offenses","persons","2018-01-06 22:00",-97.77139,30.298376,"residence","residence","484530016044002",,
1189225,"Austin","13A","aggravated assault","assault offenses","persons","2018-01-06 23:39",-97.701565,30.344537,"residence","residence","484530018043013",,
1189493,"Austin","13B","simple assault","assault offenses","persons","2018-01-08 07:45",-97.767348,30.191621,"college","education","484530024192008",,
1189627,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-01-08 20:07",-97.87675,30.202598,"supermarket","retail","484530017372040",,
1189751,"Austin","26A","false pretenses/swindle/confidence game","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-09 13:30",-97.883233,30.208902,"residence","residence","484530017372008",,
1189788,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-09 16:50",-97.71234,30.373251,"residence","residence","484530018211004",,
1190051,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-01-10 19:30",-97.845123,30.425189,"vehicle parking","open space","484530017651012",,
1190128,"Austin","90D","driving under the influence","driving under the influence","society","2018-01-11 02:45",-97.7139,30.352367,"street","street","484530018051011",,
1190204,"Austin","13A","aggravated assault","assault offenses","persons","2018-01-11 13:50",-97.776271,30.241696,"residence","residence","484530013041006",,
1190334,"Austin","13A","aggravated assault","assault offenses","persons","2018-01-12 01:38",-97.806397,30.173685,"residence","residence","484530024211001",,
1190340,"Austin","90D","driving under the influence","driving under the influence","society","2018-01-12 02:49",-97.697902,30.364991,"street","street","484530018192003",,
1190419,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-01-12 13:52",-97.789846,30.224546,"residence","residence","484530020022000",,
1190462,"Austin","90Z","all other offenses","all other offenses","other","2018-01-12 17:35",-97.719344,30.284437,"street","street","484530004011025",,
1190473,"Austin","13C","intimidation","assault offenses","persons","2018-01-12 18:33",-97.814936,30.214667,"residence","residence","484530017503014",,
1190501,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-01-12 20:29",-97.727889,30.396292,,,"484530018491007",,
1190733,"Austin","13A","aggravated assault","assault offenses","persons","2018-01-13 23:42",-97.707069,30.308826,"residence","residence","484530021051004",,
1190819,"Austin","13A","aggravated assault","assault offenses","persons","2018-01-14 14:00",-97.757233,30.42197,"residence","residence","484530025002007",,
1190893,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-14 21:01",-97.713382,30.301166,"street","street","484530003071027",,
1191190,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-16 13:00",-97.691284,30.35011,"residence","residence","484530018131012",,
1191398,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-01-17 17:00",-97.729702,30.159026,"construction","commercial","484530024313043",,
1191464,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-17 22:00",-97.77205,30.442867,"residence","residence","484910204104006",,
1191663,"Austin","13A","aggravated assault","assault offenses","persons","2018-01-18 20:00",-97.768116,30.444328,"residence","residence","484910204101008",,
1191775,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-19 07:00",-97.720558,30.260679,"street","street","484530009022011",,
1192339,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-01-21 22:19",-97.792507,30.467936,"other retail","retail","484910204081006",,
1192464,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-22 17:00",-97.788415,30.185708,"vehicle parking","open space","484530024223003",,
1192697,"Austin","13A","aggravated assault","assault offenses","persons","2018-01-23 18:33",-97.700873,30.372128,"residence","residence","484530018221001",,
1192750,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-01-23 22:24",-97.752538,30.195867,"residence","residence","484530024113003",,
1192784,"Austin","90J","trespass of real property","trespass of real property","society","2018-01-24 01:38",-97.676153,30.330586,"residence","residence","484530018341017",,
1192798,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-01-24 03:45",-97.67569,30.41358,"other retail","retail","484530018483009",,
1192960,"Austin","90Z","all other offenses","all other offenses","other","2018-01-24 21:43",-97.737996,30.267049,"street","street","484530011001097",,
1193103,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-01-25 17:00",-97.741424,30.193761,"residence","residence","484530024133002",,
1193146,"Austin","240","motor vehicle theft","motor vehicle theft","property","2018-01-25 20:00",-97.841599,30.206746,"residence","residence","484530017762011",,
1193264,"Austin","13A","aggravated assault","assault offenses","persons","2018-01-26 09:56",-97.67565,30.375772,"vehicle parking","open space","484530018332001",,
1193446,"Austin","23A","pocket-picking","larceny/theft offenses","property","2018-01-27 00:00",-97.744958,30.267019,"bar/club","leisure","484530011001111",,
1193524,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-27 11:00",-97.74797,30.413065,"vehicle parking","open space","484530025004007",,
1193604,"Austin","13B","simple assault","assault offenses","persons","2018-01-27 18:40",-97.76082,30.197544,"residence","residence","484530024192002",,
1193878,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-01-29 01:06",-97.741715,30.268136,"street","street","484530011001089",,
1194202,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-01-30 16:00",-97.727381,30.243915,"residence","residence","484530023042008",,
1194245,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-30 19:00",-97.712671,30.417446,"residence","residence","484530018291007",,
1194257,"Austin","13B","simple assault","assault offenses","persons","2018-01-30 19:36",-97.713195,30.416175,"residence","residence","484530018291008",,
1194351,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-01-31 09:28",-97.727945,30.237702,"residence","residence","484530023161002",,
1194479,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society","2018-01-31 21:11",-97.689569,30.3185,"vehicle parking","open space","484530021121007",,
1194498,"Austin","520","weapon law violations","weapon law violations","society","2018-01-31 23:28",-97.703194,30.336902,"vehicle parking","open space","484530018041002",,
1194539,"Austin","13A","aggravated assault","assault offenses","persons","2018-02-01 07:00",-97.698,30.306401,"residence","residence","484530021051002",,
1194583,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-02-01 12:00",-97.756926,30.263187,"residence","residence","484530013031017",,
1194798,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-02-02 04:34",-97.75064,30.258209,"vehicle parking","open space","484530013051010",,
1194831,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-02-02 10:57",-97.733639,30.26671,"gas station","retail","484530009012014",,
1195244,"Austin","240","motor vehicle theft","motor vehicle theft","property","2018-02-04 02:00",-97.722605,30.28996,"hotel","hotel","484530004011011",,
1195328,"Austin","13B","simple assault","assault offenses","persons","2018-02-04 15:00",-97.749749,30.248997,"street","street","484530014012005",,
1195336,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-02-04 16:00",-97.78336,30.244197,"residence","residence","484530019012009",,
1195359,"Austin","90Z","all other offenses","all other offenses","other","2018-02-04 18:00",-97.777863,30.190841,"residence","residence","484530024222002",,
1195394,"Austin","13A","aggravated assault","assault offenses","persons","2018-02-04 21:55",-97.741983,30.223561,"residence","residence","484530023071005",,
1195478,"Austin","90Z","all other offenses","all other offenses","other","2018-02-05 10:00",-97.685284,30.28253,"residence","residence","484530021092015",,
1195489,"Austin","90Z","all other offenses","all other offenses","other","2018-02-05 11:00",-97.679757,30.32069,"street","street","484530021122002",,
1195542,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society","2018-02-05 15:20",-97.688358,30.359794,"hotel","hotel","484530018233001",,
1195788,"Austin","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-02-06 17:30",-97.664097,30.33292,"other","other","484530018341021",,
1195855,"Austin","90Z","all other offenses","all other offenses","other","2018-02-07 00:00",-97.735915,30.237927,"residence","residence","484530014031006",,
1195876,"Austin","90D","driving under the influence","driving under the influence","society","2018-02-07 02:32",-97.757197,30.272989,"street","street","484530012003005",,
1196191,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-02-08 18:30",-97.791562,30.258364,"residence","residence","484530019111019",,
1196424,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society","2018-02-09 18:10",-97.73619,30.266547,"street","street","484530011001102",,
1196517,"Austin","90D","driving under the influence","driving under the influence","society","2018-02-10 02:16",-97.827151,30.17398,"street","street","484530017482009",,
1196529,"Austin","90J","trespass of real property","trespass of real property","society","2018-02-10 03:52",-97.746644,30.265331,"hotel","hotel","484530011001118",,
1196541,"Austin","90Z","all other offenses","all other offenses","other","2018-02-10 07:31",-97.664534,30.317126,"residence","residence","484530021131002",,
1196675,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-02-10 22:53",-97.723028,30.302183,"street","street","484530003023012",,
1196821,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-02-11 20:00",-97.69537,30.409778,"residence","residence","484530018262004",,
1196964,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-02-12 14:20",-97.745495,30.188588,"other transportation","transportation","484530024121013",,
1197041,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-02-12 20:00",-97.750493,30.288688,"residence","residence","484530006032006",,
1197213,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-02-13 17:04",-97.73619,30.266547,"street","street","484530011001102",,
1197472,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-02-14 20:53",-97.764686,30.245287,"residence","residence","484530013052008",,
1197509,"Austin","13A","aggravated assault","assault offenses","persons","2018-02-15 00:15",-97.776573,30.214479,"street","street","484530024021006",,
1197515,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-02-15 01:15",-97.74217,30.234278,"convenience store","retail","484530023081007",,
1197655,"Austin","90F","family offenses, nonviolent","family offenses, nonviolent","society","2018-02-15 18:00",-97.707284,30.356123,"residence","residence","484530018052014",,
1198003,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-02-17 02:49",-97.680417,30.359558,"residence","residence","484530018333030",,
1198038,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-02-17 10:30",-97.737527,30.249709,"green space","open space","484530014021006",,
1198331,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-02-18 17:20",-97.774877,30.205933,"other","other","484530024021014",,
1198399,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-02-19 00:00",-97.749373,30.196048,"residence","residence","484530024113004",,
1199145,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-02-22 13:04",-97.767982,30.190369,"government","government","484530024192008",,
1199209,"Austin","13A","aggravated assault","assault offenses","persons","2018-02-22 18:14",-97.713345,30.284782,"residence","residence","484530004022009",,
1199217,"Austin","13A","aggravated assault","assault offenses","persons","2018-02-22 19:11",-97.643947,30.297908,"residence","residence","484530022082000",,
1199409,"Austin","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-02-23 16:36",-97.707941,30.318264,"gas station","retail","484530021053011",,
1199463,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-02-23 20:58",-97.739826,30.267556,"street","street","484530011001095",,
1199587,"Austin","90Z","all other offenses","all other offenses","other","2018-02-24 12:00",-97.806904,30.460992,"residence","residence","484910204031016",,
1199849,"Austin","240","motor vehicle theft","motor vehicle theft","property","2018-02-25 17:30",-97.761961,30.264727,"vehicle parking","open space","484530013031004",,
1200077,"Austin","90Z","all other offenses","all other offenses","other","2018-02-26 17:42",-97.848176,30.396783,"street","street","484530017141047",,
1200144,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-02-26 22:27",-97.697641,30.273931,"restaurant","leisure","484530021092013",,
1200235,"Austin","90Z","all other offenses","all other offenses","other","2018-02-27 13:08",-97.680365,30.377328,"street","street","484530018232012",,
1200353,"Austin","13B","simple assault","assault offenses","persons","2018-02-27 22:39",-97.718377,30.234963,"residence","residence","484530023181005",,
1200687,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-03-01 10:39",-97.8097,30.475203,"residence","residence","484910203182000",,
1200692,"Austin","35B","drug equipment violations","drug/narcotic offenses","society","2018-03-01 11:30",-97.629667,30.294419,,,"484530022022007",,
1200889,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-03-02 00:00",-97.850274,30.406092,"vehicle parking","open space","484530017141042",,
1201281,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-03-03 15:45",-97.703194,30.336902,"vehicle parking","open space","484530018041002",,
1201374,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-03-03 23:57",-97.670807,30.277279,"street","street","484530021101028",,
1201529,"Austin","13A","aggravated assault","assault offenses","persons","2018-03-04 19:25",-97.689073,30.295637,"residence","residence","484530003061001",,
1201653,"Austin","240","motor vehicle theft","motor vehicle theft","property","2018-03-05 11:18",-97.73044,30.376648,"hotel","hotel","484530018491031",,
1201667,"Austin","26U","other fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-03-05 12:00",-97.800858,30.463595,"residence","residence","484910204032002",,
1201879,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-03-06 11:46",-97.857586,30.199448,"residence","residence","484530017401011",,
1201894,"Austin","13A","aggravated assault","assault offenses","persons","2018-03-06 12:38",-97.690418,30.329987,"residence","residence","484530018122002",,
1202094,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-03-07 12:00",-97.666784,30.4453,"other","other","484530018571058",,
1202131,"Austin","90J","trespass of real property","trespass of real property","society","2018-03-07 16:16",-97.746807,30.215501,"child care","education","484530024111004",,
1202257,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-03-08 04:30",-97.857533,30.425894,"vehicle parking","open space","484530017651012",,
1202443,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-03-09 00:01",-97.780591,30.243394,"vehicle parking","open space","484530020051000",,
1202489,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-03-09 10:00",-97.798541,30.165958,"residence","residence","484530024211020",,
1202568,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-03-09 15:00",-97.734674,30.267553,"hotel","hotel","484530011001056",,
1202646,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-03-09 20:15",-97.78952,30.165488,"supermarket","retail","484530024211024",,
1202826,"Austin","240","motor vehicle theft","motor vehicle theft","property","2018-03-10 16:00",-97.80885,30.243866,"vehicle parking","open space","484530019174009",,
1202836,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-10 17:27",-97.66558,30.202226,"other transportation","transportation","484539800001006",,
1202987,"Austin","90Z","all other offenses","all other offenses","other","2018-03-11 08:00",-97.697651,30.288162,"residence","residence","484530021071006",,
1203032,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-03-11 15:29",-97.651209,30.389788,"residence","residence","484530018391044",,
1203108,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-03-11 21:49",-97.702002,30.338182,"street","street","484530018041002",,
1203138,"Austin","90D","driving under the influence","driving under the influence","society","2018-03-12 00:07",-97.717282,30.363569,"street","street","484530018051000",,
1203257,"Austin","90J","trespass of real property","trespass of real property","society","2018-03-12 15:55",-97.754061,30.270569,"supermarket","retail","484530012002019",,
1203330,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-12 23:15",-97.726219,30.229358,"residence","residence","484530023141001",,
1203549,"Austin","12U","other robbery","robbery","property","2018-03-14 01:23",-97.72304,30.230383,"street","street","484530023144001",,
1203663,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-14 16:29",-97.76119,30.235607,"residence","residence","484530013081006",,
1204012,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-03-15 21:34",-97.792428,30.23282,"supermarket","retail","484530020041002",,
1204340,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-17 01:00",-97.848364,30.198799,"residence","residence","484530017771031",,
1204480,"Austin","13A","aggravated assault","assault offenses","persons","2018-03-17 14:00",-97.707249,30.270193,"street","street","484530008023009",,
1204518,"Austin","13C","intimidation","assault offenses","persons","2018-03-17 16:55",-97.804182,30.336346,"vehicle parking","open space","484530019122004",,
1204523,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-03-17 17:00",-97.661535,30.397848,"vehicle parking","open space","484530018392014",,
1204562,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-17 19:20",-97.745989,30.264014,"restaurant","leisure","484530011001121",,
1204644,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-03-18 00:20",-97.806348,30.323132,"street","street","484530019131001",,
1204655,"Austin","13A","aggravated assault","assault offenses","persons","2018-03-18 00:49",-97.751291,30.400566,"residence","residence","484530017223003",,
1204730,"Austin","13C","intimidation","assault offenses","persons","2018-03-18 10:38",-97.737265,30.303545,"gas station","retail","484530003022009",,
1204815,"Austin","12U","other robbery","robbery","property","2018-03-18 18:58",-97.709986,30.25631,"street","street","484530009022016",,
1204989,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-03-19 16:27",-97.722407,30.403051,"other retail","retail","484530018491016",,
1205083,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-20 02:45",-97.737619,30.267976,"street","street","484530011001098",,
1205141,"Austin","13A","aggravated assault","assault offenses","persons","2018-03-20 13:57",-97.735776,30.248032,"street","street","484530014021007",,
1205475,"Austin","240","motor vehicle theft","motor vehicle theft","property","2018-03-22 01:00",-97.723572,30.399169,"vehicle parking","open space","484530018491007",,
1205484,"Austin","13A","aggravated assault","assault offenses","persons","2018-03-22 02:48",-97.747621,30.256289,"bar/club","leisure","484530013051011",,
1205538,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-22 10:51",-97.748362,30.398538,"supermarket","retail","484530017222007",,
1205540,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-22 11:00",-97.744935,30.282852,"street","street","484530006042009",,
1205608,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-22 16:30",-97.742361,30.390925,"supermarket","retail","484530017531009",,
1205641,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-03-22 18:29",-97.673696,30.299304,"residence","residence","484530021081000",,
1205682,"Austin","13C","intimidation","assault offenses","persons","2018-03-22 22:07",-97.72791,30.226425,"residence","residence","484530023131000",,
1205748,"Austin","240","motor vehicle theft","motor vehicle theft","property","2018-03-23 05:00",-97.687716,30.315676,"residence","residence","484530021121010",,
1205939,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-03-24 00:00",-97.722434,30.411322,"residence","residence","484530018492006",,
1205957,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-03-24 01:00",-97.630739,30.293848,"vehicle parking","open space","484530022022007",,
1205959,"Austin","23D","theft from building","larceny/theft offenses","property","2018-03-24 01:00",-97.736363,30.269689,"bar/club","leisure","484530011001060",,
1206028,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-03-24 11:36",-97.732144,30.241291,"residence","residence","484530014032009",,
1206141,"Austin","90Z","all other offenses","all other offenses","other","2018-03-24 22:23",-97.703026,30.335741,"street","street","484530018041006",,
1206259,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-03-25 15:44",-97.806549,30.470556,"other retail","retail","484910203182000",,
1206380,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-26 00:33",-97.663865,30.285969,"gas station","retail","484530022081025",,
1206407,"Austin","90J","trespass of real property","trespass of real property","society","2018-03-26 06:55",-97.742296,30.268335,"supermarket","retail","484530011001089",,
1206455,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-26 11:18",-97.770333,30.247493,"healthcare","healthcare","484530013041000",,
1206527,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-03-26 17:15",-97.790949,30.448644,"convenience store","retail","484910204054007",,
1206548,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-26 18:30",-97.691169,30.339153,"other retail","retail","484530018132022",,
1206645,"Austin","90Z","all other offenses","all other offenses","other","2018-03-27 05:30",-97.737936,30.260205,"street","street","484530011002003",,
1206702,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-27 13:30",-97.773897,30.206114,"other","other","484530024024001",,
1206805,"Austin","13A","aggravated assault","assault offenses","persons","2018-03-27 20:00",-97.775916,30.220272,"residence","residence","484530020031007",,
1206832,"Austin","13A","aggravated assault","assault offenses","persons","2018-03-27 22:00",-97.705171,30.397613,"residence","residence","484530018494002",,
1206887,"Austin","13C","intimidation","assault offenses","persons","2018-03-28 08:19",-97.723301,30.227649,"residence","residence","484530023144004",,
1206967,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-03-28 16:00",-97.801736,30.170265,"residence","residence","484530024211001",,
1207024,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-03-28 20:37",-97.758775,30.184224,"residence","residence","484530024274009",,
1207066,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-03-29 01:15",-97.76193,30.225187,"residence","residence","484530023084006",,
1207090,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-03-29 03:30",-97.694883,30.194884,"office","commercial","484530024321000",,
1207197,"Austin","13A","aggravated assault","assault offenses","persons","2018-03-29 18:00",-97.723746,30.289241,"healthcare","healthcare","484530004012013",,
1207230,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-03-29 20:00",-97.745018,30.28685,"vehicle parking","open space","484530006043002",,
1207305,"Austin","90Z","all other offenses","all other offenses","other","2018-03-30 02:59",-97.848292,30.373919,"street","street","484530017612009",,
1207345,"Austin","240","motor vehicle theft","motor vehicle theft","property","2018-03-30 11:05",-97.79461,30.234772,"vehicle parking","open space","484530020041002",,
1207496,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-03-31 00:29",-97.854981,30.22497,"street","street","484530017382012",,
1207523,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-03-31 03:00",-97.65287,30.400572,"residence","residence","484530018391037",,
1207617,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-03-31 17:02",-97.749322,30.152122,"street","street","484530024261022",,
1207658,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society","2018-03-31 20:00",-97.690341,30.276768,"green space","open space","484530021092013",,
1208176,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-04-03 00:01",-97.784074,30.23791,"vehicle parking","open space","484530020041001",,
1208221,"Austin","13A","aggravated assault","assault offenses","persons","2018-04-03 09:48",-97.618009,30.362031,"street","street","484530018562020",,
1208404,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-04-04 04:18",-97.704041,30.356445,"other","other","484530018052014",,
1208442,"Austin","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-04-04 12:00",-97.771579,30.430852,"residence","residence","484530017562005",,
1208483,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-04-04 15:31",-97.692821,30.352251,"other","other","484530018062000",,
1208708,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-04-05 17:40",-97.690588,30.273192,"street","street","484530021102000",,
1208754,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society","2018-04-05 21:16",-97.737266,30.43925,"residence","residence","484530017851027",,
1208872,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-04-06 11:51",-97.755666,30.205243,"vehicle parking","open space","484530024111019",,
1208937,"Austin","26C","impersonation","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-04-06 16:02",-97.757398,30.440107,"residence","residence","484910204102008",,
1209129,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-04-07 11:00",-97.664056,30.365583,"residence","residence","484530018342050",,
1209213,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-04-07 18:43",-97.700391,30.358287,"gas station","retail","484530018191012",,
1209269,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-04-07 23:00",-97.70166,30.32956,"residence","residence","484530018123016",,
1209378,"Austin","13B","simple assault","assault offenses","persons","2018-04-08 14:15",-97.700374,30.331129,"street","street","484530018123016",,
1209379,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-04-08 14:33",-97.762046,30.386431,"residence","residence","484530017062000",,
1209382,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-04-08 15:00",-97.741932,30.281416,"convenience store","retail","484530007001010",,
1209494,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-04-09 02:00",-97.678179,30.330011,"street","street","484530018341017",,
1209586,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-04-09 14:31",-97.751777,30.243174,"street","street","484530014012025",,
