"uid","city_name","offense_code","offense_type","offense_group","offense_against","date_single","longitude","latitude","location_type","location_category","census_block","date_start","date_end"
1209614,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-04-09 16:30",-97.67023,30.422595,"other retail","retail","484530018391001",,
1209623,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-04-09 17:10",-97.736586,30.32417,"residence","residence","484530002053000",,
1209634,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-04-09 18:30",-97.806678,30.334489,"vehicle parking","open space","484530019131008",,
1209712,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-04-10 00:35",-97.730867,30.230468,"street","street","484530023152000",,
1209725,"Austin","13C","intimidation","assault offenses","persons","2018-04-10 02:11",-97.689731,30.35727,"hotel","hotel","484530018061005",,
1209924,"Austin","23G","theft of motor vehicle parts or accessories","larceny/theft offenses","property","2018-04-10 21:45",-97.714873,30.357915,"residence","residence","484530018051004",,
1210159,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-04-11 23:55",-97.835846,30.256441,"residence","residence","484530019141000",,
1210171,"Austin","90D","driving under the influence","driving under the influence","society","2018-04-12 00:42",-97.755034,30.272203,"street","street","484530012003009",,
1210181,"Austin","90D","driving under the influence","driving under the influence","society","2018-04-12 02:05",-97.748997,30.249749,"street","street","484530014012004",,
1210182,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-04-12 02:13",-97.736851,30.37463,"other retail","retail","484530018173005",,
1210249,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-04-12 13:46",-97.707631,30.271282,"residence","residence","484530008023010",,
1210283,"Austin","13B","simple assault","assault offenses","persons","2018-04-12 16:41",-97.718364,30.352529,"street","street","484530018182025",,
1210470,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-04-13 11:54",-97.740987,30.36473,"other retail","retail","484530018172000",,
1210503,"Austin","240","motor vehicle theft","motor vehicle theft","property","2018-04-13 14:15",-97.807007,30.257886,"other retail","retail","484530019103019",,
1210535,"Austin","240","motor vehicle theft","motor vehicle theft","property","2018-04-13 17:00",-97.715612,30.372391,"street","street","484530018202010",,
1210544,"Austin","13A","aggravated assault","assault offenses","persons","2018-04-13 17:48",-97.767051,30.43846,"residence","residence","484910204062018",,
1210664,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-04-14 01:14",-97.73458,30.265879,"vehicle parking","open space","484530009024011",,
1210953,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-04-15 11:55",-97.708049,30.299481,"vehicle parking","open space","484530003061009",,
1211135,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-04-16 12:45",-97.629252,30.289873,"supermarket","retail","484530022085001",,
1211151,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-04-16 14:39",-97.712902,30.256518,"street","street","484530009023025",,
1211273,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-04-16 23:52",-97.744164,30.193459,"other retail","retail","484530024133002",,
1211557,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-04-18 02:09",-97.731562,30.234651,"residence","residence","484530023151001",,
1211806,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-04-19 07:30",-97.718807,30.232898,"vehicle parking","open space","484530023181005",,
1211887,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-04-19 17:45",-97.774995,30.221689,"residence","residence","484530020031007",,
1211917,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-04-19 19:58",-97.807007,30.257886,"other retail","retail","484530019103019",,
1211922,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-04-19 20:00",-97.800519,30.140354,"residence","residence","484530024071023",,
1211938,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-04-19 21:38",-97.680935,30.394337,"street","street","484530018451000",,
1211974,"Austin","23A","pocket-picking","larceny/theft offenses","property","2018-04-20 01:00",-97.661535,30.397848,"residence","residence","484530018392014",,
1212234,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-04-21 01:35",-97.742672,30.377592,"residence","residence","484530017073007",,
1212340,"Austin","13B","simple assault","assault offenses","persons","2018-04-21 16:45",-97.681317,30.30455,"vehicle parking","open space","484530021073000",,
1212392,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society","2018-04-21 21:54",-97.745116,30.195533,"street","street","484530024113007",,
1212454,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-04-22 02:37",-97.739342,30.267068,"street","street","484530011001106",,
1212501,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-04-22 11:52",-97.721858,30.30373,"street","street","484530003023009",,
1212516,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-04-22 12:18",-97.748888,30.222359,"other retail","retail","484530023084002",,
1212593,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-04-22 19:17",-97.676812,30.278774,"street","street","484530021101005",,
1212624,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-04-22 22:00",-97.781635,30.193923,"street","street","484530024221005",,
1212673,"Austin","90D","driving under the influence","driving under the influence","society","2018-04-23 02:48",-97.675446,30.326542,"street","street","484530018112022",,
1212802,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-04-23 17:08",-97.772298,30.190609,"other retail","retail","484530024222002",,
1212821,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-04-23 18:38",-97.677376,30.29443,"street","street","484530021072009",,
1212839,"Austin","90G","liquor law violations (except driving under the influence and drunkenness)","liquor law violations (except driving under the influence and drunkenness)","society","2018-04-23 19:51",-97.68839,30.319295,"convenience store","retail","484530021121004",,
1212941,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-04-24 09:07",-97.722624,30.235814,"supermarket","retail","484530023043000",,
1212961,"Austin","240","motor vehicle theft","motor vehicle theft","property","2018-04-24 12:00",-97.71375,30.352408,"auto dealer","retail","484530018051009",,
1213042,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-04-24 19:30",-97.760478,30.288597,"residence","residence","484530016052002",,
1213126,"Austin","90Z","all other offenses","all other offenses","other","2018-04-25 00:44",-97.741956,30.29208,"street","street","484530006035002",,
1213139,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-04-25 02:11",-97.695097,30.273898,"street","street","484530021092013",,
1213173,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-04-25 08:58",-97.756929,30.182226,"residence","residence","484530024271003",,
1213342,"Austin","13A","aggravated assault","assault offenses","persons","2018-04-25 23:40",-97.688335,30.281292,"residence","residence","484530021092014",,
1213506,"Austin","90C","disorderly conduct","disorderly conduct","society","2018-04-26 19:12",-97.802997,30.477398,"vehicle parking","open space","484910203182000",,
1213513,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-04-26 20:00",-97.752154,30.212012,"vehicle parking","open space","484530024111019",,
1213558,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-04-26 23:03",-97.679711,30.307949,"vehicle parking","open space","484530021123010",,
1213662,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-04-27 12:30",-97.723457,30.400016,"residence","residence","484530018491010",,
1213767,"Austin","13A","aggravated assault","assault offenses","persons","2018-04-27 20:22",-97.74986,30.287352,"street","street","484530006041001",,
1213784,"Austin","90D","driving under the influence","driving under the influence","society","2018-04-27 22:00",-97.838786,30.178184,"street","street","484530017481036",,
1213881,"Austin","23C","shoplifting","larceny/theft offenses","property","2018-04-28 11:15",-97.673419,30.401439,"other retail","retail","484530018392010",,
1213939,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-04-28 17:00",-97.794785,30.430065,"residence","residence","484530017822012",,
1213979,"Austin","23H","all other larceny","larceny/theft offenses","property","2018-04-28 20:39",-97.756102,30.234834,"residence","residence","484530023083000",,
1214043,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-04-29 01:21",-97.737619,30.267976,"street","street","484530011001098",,
1214062,"Austin","13A","aggravated assault","assault offenses","persons","2018-04-29 02:30",-97.802397,30.449819,"residence","residence","484910204054018",,
1214280,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-04-30 08:43",-97.788248,30.177258,"residence","residence","484530024223015",,
1214343,"Austin","26U","other fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-04-30 13:30",-97.844916,30.20299,"residence","residence","484530017772016",,
